brand_raw,brand_slug,product_name_raw,product_name_norm,url,image_url,form_guess,life_stage_guess,ingredients_raw,ingredients_language,kcal_per_100g,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,pack_sizes,gtin,source,ingested_at,row_hash,product_key_candidate
Wainwrights,Wainwrights,free run duck with superfoods dry adult,free run with superfoods,https://www.allaboutdogfood.co.uk/dog-food-reviews/2566/wainwrights-free-run-duck-with-superfoods-dry-adult,,wet,adult,"Duck 40.5% (Freshly Prepared Free Run Duck 26%, Duck Meal 10%, Duck Fat 4.5%), Potato, Sweet Potato (13%), Potato Protein, Vegetable Stock, Beet Pulp (2.5%), Minerals, Dried Carrot, Alfalfa, Linseed (0.5%), Seaweed Meal (0.5%), Chicory Root Extract (0.1%), Dried Spinach (0.05%), Dried Blueberry (0.05%), Dried Nettle, Dried Parsley, Dried Rosemary, Yucca Extract (0.02%), Glucosamine (0.02%), Chondroitin (0.015%), Turmeric, Dried Spearmint.",en,,,4.5,,,,,,aadf,2025-09-12T08:53:18.524666,bfab875725c4c464726ad4baa59e0934,e4ddeb36bbe26ab6
Virbac,Virbac,veterinary hpm adult neutered dog large and medium,veterinary hpm neutered dog and,https://www.allaboutdogfood.co.uk/dog-food-reviews/2137/virbac-veterinary-hpm-adult-neutered-dog-large-and-medium,,dry,adult,"Dehydrated Pork and Poultry Protein, Rice (min 7%), Field Bean Hulls, Hydrolysed Animal Protein, Whole Pea, Animal Fat, Potato Starch (min. 4%), Lignocellulose, Linseed, Mineral Salts, Beet Pulp, Psyllium Fibre, Fructo-Oligosaccharides, Pasteurised Lactobacillus Acidophilus, Chondroitin Sulphate.",en,,,,,,,,,aadf,2025-09-12T08:53:18.524804,3e18f73ac3c2706e0d9a33622f6ebab6,2774e9dc02c7226b
Belcando,Belcando,adult active m xl,active m xl,https://www.allaboutdogfood.co.uk/dog-food-reviews/2502/belcando-adult-active-m-xl,,raw,puppy,"Fresh Poultry Meat (30%), Maize, Low-Ash Dried Poultry Protein (15%), Rice, Oat Meal from Husked Seeds, Fishmeal from Saltwater Fish (5%), Dried Carob Bean Meal (2.5%), Grapeseed Expeller, Dried Brewer's Yeast, Hydrolysed Gelatine (2.5%), Linseeds (2.3%), Poultry Fat, Vegetable Oil (Palm, Coconut), Desugared Dried Beet Pulp, Dicalcium Phosphate, Hydrolysed Poultry Liver, Sodium Chloride, Potassium Chloride, Dried Herbs 0.2% (Nettle Leaves, Gentian Root, Centaury, Chamomile, Fennel, Caraway, Mistletoe, Yarrow, Blackberry Leaves), Yucca Schidigera.",en,,75.0,,,,,,,aadf,2025-09-12T08:53:18.525018,0bf0b917bb5138ea364e698d820ac664,fe3601e15395b3ec
Clinivet,Clinivet,adult senior,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0540/clinivet-adult-senior,,wet,senior,"Brown Rice (26%), Maize, Poultry Meal (21.5%), Oatfeed, Sugar Beet Pulp, Poultry Fat (4.5%), Fish Meal, Brewers Yeast, Poultry Digest, Linseed, Egg Powder, Minerals, Vitamins, Salmon Oil, Glucosamine (0.035%), Methylsulfonylmethane (0.035%), Prebiotic Fructo-Oligosaccharides (0.03%), Prebiotic Mannan-Oligosaccharides (0.03%), Chondroitin Sulphate (0.025%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.525130,fa17171eef885fec0ab11c7c089ea6f3,c5254047f8db975c
K9,K9,optimum adult can,optimum can,https://www.allaboutdogfood.co.uk/dog-food-reviews/3654/k9-optimum-adult-can,,wet,adult,"Chicken 50%, Minerals, Potato Starch, Poultry Plasma 0.7%, Dried Carrot 0.47%, Dried Potato 0.47%, Flaxseed Oil 0.1%, Salmon Oil 0.1%, Dried Seaweed 0.04%, Chicory Root Powder 0.03%, Glucosamine Hcl 0.01%, Chondroitin.",en,,,,,,,,,aadf,2025-09-12T08:53:18.525278,2b805fcb5b490e61f121bbdac4108a40,3b799d5a581d431c
Wainwrights,Wainwrights,puppy large breed,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0050/wainwrights-dry-puppy-large-breed,,wet,puppy,"Turkey 36% (Dried Turkey 31%, Freshly Prepared Turkey 5%), Brown Rice (26%), Whole Grain Barley (15%), Rapeseed Oil, Maize Protein, Beet Pulp (4.5%), Whole Ground Oats (4.5%), Linseed (2%), Seaweed (0.2%), Glucosamine (0.05%), Yucca Extract (0.02%), Chondroitin (0.015%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.525377,e186cb742ec6888bf6626d07c59e0763,4c228c02bb1495b9
Arden Grange,Arden Grange,partners,partners,https://www.allaboutdogfood.co.uk/dog-food-reviews/0173/arden-grange-partners,,wet,unknown,"Fresh Lamb (70%), Rice (6%), Minerals, Dried Peas, Dried Carrots, Beet Pulp, Fish Oil, Dried Seaweed, Glucosamine, Chondroitin, Cranberry Extract, Yucca Extract, Yeast Extract (High Nucleotides).",en,,,,,,,,,aadf,2025-09-12T08:53:18.525462,b3089d5179ecc68bd19ef886cc9925a9,02330c42d922b278
Essential,Essential,the beginning large breed,the beginning,https://www.allaboutdogfood.co.uk/dog-food-reviews/1330/essential-the-beginning-large-breed,,dry,puppy,"Fresh Chicken and Duck (30%), Dried Chicken and Duck (28%), Sweet Potato, Peas, Fresh Salmon and Trout (7%), Fresh Whole Egg (7%), Linseed, Chicken Fat (4%), Potato, Chicken Gravy (3%), Lucerne Sprout, Vitamins, Minerals, MOS (Mannan Oligosaccarides), FOS(Fructooligosaccharides), Glucosamine, Chondroitin, MSM (Metylsulfonylmetan), Cranberry, Acai, Blueberry, Mulberry, Apple, Tomato, Orange, Pear, Carrot, Spinach, Cauliflower, Seaweed, Marigold, Ginseng, Green Tea, Ginger.",en,,,,,,,,,aadf,2025-09-12T08:53:18.525546,90c0a0949f7b9ec60cdff72574921c77,16f98f0eccd3b018
Hills,Hills,prescription diet gastrointestinal biome stew,prescription diet gastrointestinal biome stew,https://www.allaboutdogfood.co.uk/dog-food-reviews/3103/hills-prescription-diet-gastrointestinal-biome-stew,,wet,adult,"Meat and Animal Derivatives (Chicken 8%), Derivatives of Vegetable Origin, Cereals, Vegetable Protein Extracts, Vegetables (Carrots 0.8%), Oils and Fats, Minerals, Fruits, Seeds. Highly DigestIble Ingredients: Chicken, Pork Liver, Rice Flour, Rice Starch, Vegetable Oil.",en,,,,,,,,,aadf,2025-09-12T08:53:18.525627,69069fc95b5219a83c7455aa90c12fa8,cb0b472a41d15083
Burns,Burns,organic,organic,https://www.allaboutdogfood.co.uk/dog-food-reviews/0036/burns-organic,,wet,senior,"Organic Brown Rice 33.61%, Organic Oats 23.15%, Organic Barley 18.98%, Organic Fish Meal 18.52%, Salmon Oil 3.70%, Organic Sunflower Oil 1.39%, Vitamins & Minerals.",en,,,,,,,,,aadf,2025-09-12T08:53:18.525698,c799760b6c2b4ae360aeccb56af56d9f,48803b0712115064
James Wellbeloved,James Wellbeloved,junior dry,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0112/james-wellbeloved-junior-dry,,dry,puppy,"Lamb Meal (17.5%), White Rice (16.2%), Brown Rice (16.1%), Barley, Pea Protein, Lamb Fat (5%), Pea Starch, Whole Linseed, Lamb Gravy (2.9%), Fish Oil, Sugar Beet Pulp, Alfalfa Meal, Seaweed, Sodium Chloride, Sunflower Oil, Chicory Extract (0.25%), Potassium Chloride, Calcium Carbonate, Yucca Extract (0.02%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.525810,f008f1b10aa40650110213f2ed226c2c,fc9e4acc9e8003f5
Canagan,Canagan,small breed dental,dental,https://www.allaboutdogfood.co.uk/dog-food-reviews/3068/canagan-small-breed-dental,,wet,unknown,"Freshly Prepared Turkey (26%), Dried Chicken (25%), Sweet Potato, Potato, Peas, Chicken Fat (4%), Alfalfa, Dried Egg (3.1%), Pea Protein, Chicken Gravy (1.6%), Salmon Oil (1.2%), Minerals, Plaque Off (2500 mg/kg), Glucosamine (1000 mg/kg), MSM (1000 mg/kg), Fructo-Oligosaccharides, Chondroitin Sulphate (700 mg/kg), Peppermint, Parsley, Apple, Carrot, Spinach, Psyllium, Seaweed, Camomile, Marigold, Cranberry, Aniseed, Fenugreek.",en,,,,,,,,,aadf,2025-09-12T08:53:18.525900,9b4c51bb1556bf7b564f830f79bffc54,aa60a164062d9242
Wellness,Wellness,core puppy,core,https://www.allaboutdogfood.co.uk/dog-food-reviews/1837/wellness-core-puppy,,wet,puppy,"Turkey 28% (Fresh Turkey 14%, Turkey Meal 14%), Peas, Potato Protein, Dried Potatoes, Chicken Meal 11%, Chicken Fat 7%, Dried Chicken Protein 5%, Full-Fat Linseed, Beet Pulp 2%, Salmon Oil 1%, Dried Chicory Root 0.5%, Carrots, Apples, Broccoli, Spinach, Blueberries, Cranberries, Tomatoes, Dried Peppermint, Yucca Schidigera, Yeast Extract (Source of Mannan-Oligosaccharides), Glucosamine Hydrochloride 100 mg/kg, Chondroitin Sulfate 100 mg/kg.",en,,5.0,7.0,,,,,,aadf,2025-09-12T08:53:18.526000,1f4c298b7460287001687565edeb00b3,de1f3b4bbead4d46
Growling,Growling,tums delicate,tums delicate,https://www.allaboutdogfood.co.uk/dog-food-reviews/2525/growling-tums-delicate,,dry,unknown,"Duck 36% (Including Dried Duck 27%, Duck Fat 7%, Duck Gravy 2%), Potato (31%), Peas, Beet Pulp (7%), Brewer's Yeast, Linseed, Minerals, Vitamins.",en,,,7.0,,,,,,aadf,2025-09-12T08:53:18.526084,03784ea22711fbe03ab81b7fbcf6ed19,bf62ccc1a0390878
Rawgeous,Rawgeous,single protein meals,single protein meals,https://www.allaboutdogfood.co.uk/dog-food-reviews/2727/rawgeous-single-protein-meals,,wet,unknown,"79% Duck (Whole Irish Duck with Bone, Duck Heart, Duck Gizzard), 10% Seasonal Vegetables (Carrot, Broccoli Or Kale), 8% Duck Liver, Hemp Seed Powder, Omega Oil (Salmon Oil, Wheat Germ Oil), Seaweed, Thyme, Sage, Parsley",en,,,,,,,,,aadf,2025-09-12T08:53:18.526162,0cf9a817d51675a68d3088250bc9d215,ee390562e606dc69
Cesar,Cesar,classics,classics,https://www.allaboutdogfood.co.uk/dog-food-reviews/0218/cesar-classics,,wet,adult,"Meat and Animal Derivatives 60% (Including 4% Chicken, 4% Turkey), Cereals, Minerals, Derivatives of Vegetable Origin.",en,,,,,,,,,aadf,2025-09-12T08:53:18.526233,ff826d7662f5b126de3bb0facd3fad89,ee0ae2bfdd2a4f5a
Edgard,Edgard,and cooper adult bio organic kibble,and cooper bio organic kibble,https://www.allaboutdogfood.co.uk/dog-food-reviews/1742/edgard-and-cooper-adult-bio-organic-kibble,,dry,adult,"Organic Fresh Chicken 25%, Organic Rice Protein, Organic Whole Rice, Organic Whole Millet, Organic Whole Oats, Organic Fresh Turkey 5%, Minerals, Organic Pork Gravy, Organic Chicken Fat, Organic Tomatoes 0.04%, Organic Carrots 0.04%, Organic Pears 0.04%, Organic Apples 0.04%, Organic Chia Seeds 0.04%, Organic Coconut 0.04%, Organic Nettle, Organic Blackberry Leaves, Organic Fennel, Organic Caraway, Organic Chamomile, Organic Balm.",en,,,,,,,,,aadf,2025-09-12T08:53:18.526376,fe783a14e96145b170216b6c65753f37,6f7585c2a3c08bf0
Hill's Science,Hills Science,plan mature adult 7 small and mini,plan mature 7 and mini,https://www.allaboutdogfood.co.uk/dog-food-reviews/2182/hills-science-plan-mature-adult-7-small-and-mini,,dry,senior,"Chicken and Turkey Meal, Wheat, Brewers' Rice, Brown Rice, Maize, Animal Fat, Digest, Barley, Oats, Dried Beet Pulp, Vegetable Oil, Flaxseed, Minerals, Dried Tomato Pomace, Dried Citrus Pulp, Spinach Powder.",en,,,,,,,,,aadf,2025-09-12T08:53:18.526476,762a11132be2908815b7dd9de4fcc7b0,e180daeb26413132
Simpsons,Simpsons,premium adult,premium,https://www.allaboutdogfood.co.uk/dog-food-reviews/0464/simpsons-premium-adult,,dry,adult,"Dried Chicken (min 30%), Brown Rice (min 26%), Maize, Oats, Chicken Fat 9%, Beet Pulp, Chicken Gravy 3% Dried Egg, Brewers Yeast, Salmon Oil, Linseeds, Yucca Extract, Cranberry Extract, Mannanoligosaccharides (MOS), Fructooligosaccharides (FOS), Nucleotides, Glucosamine, MSM, Chondroitin, Minerals, Vitamins, Naturally Preserved with Mixed Tocopherols.",en,,,9.0,,,,,,aadf,2025-09-12T08:53:18.526563,786a62eee4102f00c5b2b1a234f11613,c12b77487e0969ea
Canagan,Canagan,small breed,,https://www.allaboutdogfood.co.uk/dog-food-reviews/2883/canagan-small-breed,,wet,unknown,"Freshly Prepared Free Range Chicken (26%), Dried Chicken (25%), Sweet Potato, Peas, Potato, Chicken Fat (4%), Alfalfa, Dried Egg (3%), Chicken Gravy (1%), Salmon Oil (1%), Minerals, Glucosamine (1000 mg/kg), MSM (1000 mg/kg), Apple, Carrot, Spinach, Psyllium, Seaweed, Fructo-Oligosaccharides, Chondroitin Sulphate (700 mg/kg), Camomile, Peppermint, Marigold, Cranberry, Aniseed, Fenugreek",en,,,,,,,,,aadf,2025-09-12T08:53:18.526645,e07abe9ed9430f4f116640eff0d2bca1,6122832ea8230179
Arden Grange,Arden Grange,adult large breed,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0029/arden-grange-adult-large-breed,,wet,adult,"Chicken (Chicken Meat Meal 25%, Fresh Chicken 5%), Rice (25%), Maize, Refined Chicken Oil, Beet Pulp, Chicken Digest, Whole Dried Egg, Yeast, Krill, Whole Linseed, Minerals, Glucosamine (740mg/kg), MSM (740mg/kg), Prebiotic FOS, Prebiotic MOS, Chondroitin (520mg/kg), Yucca Extract, Cranberries, Nucleotides.",en,,,,,,,,,aadf,2025-09-12T08:53:18.526750,64663ff19cf920870e3f2355020f35ff,676b1124c3075e53
Dr,Dr,john titanium,john titanium,https://www.allaboutdogfood.co.uk/dog-food-reviews/0163/dr-john-titanium,,wet,puppy,"Poultry Meal (32% Chicken), Wheat, Barley, Maize, Chicken Fat, Rice (4%), Vegetables 4% (Peas), Chicken Gravy, Minerals, Salmon Oil (0.25%), Alfalfa, Linseed, Botanical Herbs (450mg/kg), Nz Green Lipped Mussel Extract (50mg/kg), Yucca Extract.",en,,,,,,,,,aadf,2025-09-12T08:53:18.526853,dc2fefe8db41be16c90ed8ce5bb3a585,f666135acb8dcee7
Mcadams,Mcadams,sensitive medium large breed,sensitive,https://www.allaboutdogfood.co.uk/dog-food-reviews/3230/mcadams-sensitive-medium-large-breed,,dry,unknown,"Turkey 64.5% (Whole British Free Range Turkey, Turkey Fat, Turkey Gravy), Sweet Potato (25%), Tapioca (6.5%), Lentils, Minerals, Vegetable Fibres, Algae Oil, Prebiotics (FOS 0.15%, MOS 0.15%), Yucca Extract, Dried Marigold, Hand Cut Irish Seaweed (0.03%), Dried Orange, New Zealand Green Lipped Mussel, Camomile, Carrots, Cranberries, Spinach, Tomatoes, Lavender, Dried Rosemary.",en,,,,,,,,,aadf,2025-09-12T08:53:18.526950,d2d73800a75c17c8c46ae53902f6fe31,b930562714be3dca
Step,Step,up dry food adult light and sensitive,up light and sensitive,https://www.allaboutdogfood.co.uk/dog-food-reviews/1588/step-up-dry-food-adult-light-and-sensitive,,dry,adult,"Poultry Meal (18.5% Incl. Chicken 14.5%), Brown Rice (16%), Whole Barley (16%), Maize, Dried Peas (8%), Fish Meal (4%), Whole Grain Oats (4%), Poultry Fat (4%), Beet Pulp, Poultry Gravy, Minerals, Dried Apple (1% Equivalent To 4% Apple), Dried Sweet Potato (1% Equivalent To 4% Sweet Potato), Salmon Oil (0.5%), Dried Chicory, Glucosamine (0.025%), Chondroitin (0.015%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.527074,b31afe723f47726e2d471ca541863768,0ed976435e3122f0
Applaws,Applaws,adult large breed,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0478/applaws-adult-large-breed,,wet,adult,"Chicken 66% (Dried Chicken Meal), Chicken (8%), Potato Starch (6%), Dried Peas (8%), Poultry Oil (2.5%), Beet Pulp, Poultry Gravy, Whole Egg (Dried Eggs), Cellulose Plant Fibres, Minerals, Vitamins, Salmon Oil, Dried Tomato, Dried Carrot, Chicory Extract, Alfalfa Meal, Seaweed (Kelp), Yeast Extract (0.1%), Glucosamine, Dimethyl Sulphone, Chondroitin, Carrot, Peppermint, Paprika Powder, Turmeric, Thyme Extract, Citrus Extract, Taurine (1000mg/kg), Yucca Extract, Cranberry, Fennel Extract, Carob Bean Extract, Ginger, Rosehip Extract, Dandelion Extract, Rosemary Oil Extract, Oregano, E1705 Enterococcus Faecium Cernelle 68 Sf68 Ncimb 10415 (1, 000, 000 Kbe).",en,,,,,,,,,aadf,2025-09-12T08:53:18.527168,c10b7e855ce520bf4f07d80c199a34b1,b7e0833e5a287bf6
Millies Wolfheart,Millies Wolfheart,peak performance,peak performance,https://www.allaboutdogfood.co.uk/dog-food-reviews/1368/millies-wolfheart-peak-performance,,dry,unknown,"26% Turkey (Turkey Fat 13%, Dried Turkey 11%, Turkey Gravy 2%), 26% Duck (Freshly Prepared Duck 12%, Dried Duck 10%, Duck Fat 4%), Potato (14%), Fish 13% (Freshly Prepared Salmon 12%, Salmon Oil 1%), Sweet Potato, Chickpeas, Tapioca, Minerals, Tomato Pomace, Joint Pack (Glucosamine 177.5 mg/kg, Methylsulfonylmethane 177.5 mg/kg, Chondroitin Sulphate 125 mg/kg), Yucca Extract, Mixed Herbs, Dried Apple, Burdock Root, Dried Chamomile, Dried Carrot, Dried Cranberry, Dried Dandelion, Aniseed, Fenugreek, Dried Seaweed, Dried Peppermint.",en,,,13.0,,,,,,aadf,2025-09-12T08:53:18.527253,00ddde2af1b3318f1e56ea3ec21f9f50,821474b564c002d0
Belcando,Belcando,adult power m xl,power m xl,https://www.allaboutdogfood.co.uk/dog-food-reviews/2505/belcando-adult-power-m-xl,,wet,puppy,"Fresh Poultry Meat (30%), Low-Ash Dried Poultry Protein (21%), Maize, Rice, Fishmeal from Saltwater Fish (6%), Poultry Fat, Vegetable Oil (Palm, Coconut), Dried Egg (2.5%), Hydrolysed Gelatine (2.5%), Grapeseed Expeller (2.5%), Dried Brewer's Yeast, Dried Carob Bean Meal, Desugared Dried Beet Pulp, Chia Seeds, Hydrolysed Poultry Liver, Dicalcium Phosphate, Sodium Chloride, Potassium Chloride, Dried Herbs 0.2% (Nettle Leaves, Gentian Root, Centaury, Chamomile, Fennel, Caraway, Mistletoe, Yarrow, Blackberry Leaves), Yucca Schidigera.",en,,85.0,,,,,,,aadf,2025-09-12T08:53:18.527472,e9dd90e6042c0415a182bd1d180e34c7,242c504f9f24c45f
Exe,Exe,valley wet feed,valley feed,https://www.allaboutdogfood.co.uk/dog-food-reviews/3143/exe-valley-wet-feed,,wet,unknown,"Turkey 65%, Sweet Potato 4%, Carrot 4%, Peas 1%, Broccoli 1%, Minerals, Mixed Herbs 0.5% Sunflower Oil 0.1%, Probiotic Mannan-Oligosaccharides 0.01%, Seaweed 0.006%, Glucosamine 0.004%, Chondroitin 0.002%, Yucca Extract 0.002%, Cranberry Extract 0.002%, Yeast Extract 0.001%.",en,,,,,,,,,aadf,2025-09-12T08:53:18.527555,eb6944b71f585fccad8fd9bd4432a05d,bf28b8cb5aa14fc1
Royal Canin,Royal Canin,mini sterilised care,mini sterilised care,https://www.allaboutdogfood.co.uk/dog-food-reviews/3088/royal-canin-mini-sterilised-care,,wet,adult,"Maize, Dehydrated Poultry Proteins, Wheat, Hydrolysed Animal Proteins, Maize Gluten, Vegetable Fibres, Wheat Gluten, Animal Fats, Beet Pulp, Yeasts Products, Fish Oil, Soya Oil, Psyllium Husks and Seeds, Fructo-Oligosaccharides, Minerals, Borage Oil, Marigold Meal.",en,,,,,,,,,aadf,2025-09-12T08:53:18.527689,90fd988a6e83b2f3232db0819c01704b,a8b74d32d53f12a0
Arden Grange,Arden Grange,senior,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0030/arden-grange-senior,,wet,senior,"Chicken (Chicken Meat Meal 22%, Fresh Chicken 5%), Rice (22%), Maize, Beet Pulp, Refined Chicken Oil, Whole Linseed, Chicken Digest, Whole Dried Egg, Yeast, Krill, Minerals, Prebiotic FOS, Prebiotic MOS, Glucosamine (740mg/kg), MSM (740mg/kg), Chondroitin (520mg/kg), Cranberries, Yucca Extract, Nucleotides.",en,,,,,,,,,aadf,2025-09-12T08:53:18.527786,c8c330db560a7faa21cee34952781428,fd87f195dc11d21a
Skinners,Skinners,field and trial junior,field and trial,https://www.allaboutdogfood.co.uk/dog-food-reviews/2431/skinners-field-and-trial-junior,,wet,puppy,"Chicken Meat Meal 32.5%, Maize, Whole Wheat, Brown Rice, Chicken Fat, Naked Oats, Beet Pulp, Whole Linseed, Vitamins, Minerals, Marine Algae Meal, MOS
2500mg/kg, FOS
1000mg/kg, Herb Blend 750mg/kg, Glucosamine
250mg/kg, Chondroitin Sulphate 150mg/kg, Seaweed
150mg/kg, Yucca 100mg/kg.",en,,,,,,,,,aadf,2025-09-12T08:53:18.527883,affa3eab16b58a2f689da9468b1f5d55,1009b23a4bb50436
Poppys,Poppys,picnic power balls,picnic power balls,https://www.allaboutdogfood.co.uk/dog-food-reviews/2285/poppys-picnic-power-balls,,raw,unknown,"74% Grass Fed Beef (53.7% Beef Meat, 11% Beef Heart, 4.9% Beef Liver, 4.4% Beef Kidney), Fresh Vegetables (4% Sweet Potato, 4% Green Cabbage, 4% Carrots, 4% Parsnip, Parsley), Organic Crude Wheatgerm, Natural Vitamin E from Sunflower Oil, Sustainably Sourced Wild Salmon Oil, Crushed Eggshells, 0.7% Kelp Seaweed, 0.44% Spirulina, 0.34% Wheatgrass, 0.2% Turmeric.",en,,,,,,,,,aadf,2025-09-12T08:53:18.527996,97b56f324dac58ba480be562c3aa0667,fe45e05ef351bcc9
Concept For,Concept For,life large breed adult,life,https://www.allaboutdogfood.co.uk/dog-food-reviews/1699/concept-for-life-large-breed-adult,,wet,adult,"23% Poultry Protein (Rich in Chicken, Partly Dried and Hydrolysed), 20% Fresh Chicken Meat, Rice, Maize, Poultry Fat, Dried Beet Pulp (Desugared), Maize Protein, Linseed, Lignocellulose, Monocalcium Phosphate, Sodium Chloride, Brewer's Yeast (Dried), Egg (Dried), 0.3% Salmon Oil, 0.3% Sunflower Oil, 0.1% Chicory Inulin, 0.04% Glucosamine, 0.02% Chondroitin Sulphate, Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.528093,04b5815b926b8e602e47d6df0d306009,0295beeff160faf0
Scrumbles,Scrumbles,complete sensitive wet dog food,complete sensitive,https://www.allaboutdogfood.co.uk/dog-food-reviews/4111/scrumbles-complete-sensitive-wet-dog-food,,wet,unknown,"65% Duck, 4% Carrots, 0.5% Dried Apples, Minerals, Slippery Elm 0.1% (Prebiotic).",en,,,,,,,,,aadf,2025-09-12T08:53:18.528184,ca1dc55b33729ab1cd1d8ad33af6953c,ba6aee5e0a8b4c7a
Almo,Almo,nature holistic puppy small,nature holistic,https://www.allaboutdogfood.co.uk/dog-food-reviews/0293/almo-nature-holistic-puppy-small,,dry,puppy,"Meat and Meat By-Products 53% (of which 14% Freshly Cooked Chicken), Cereal (Rice 14%, Barley, Oats), Extracts of Plant Proteins, Vegetables and By-Products of Vegetable Origin, Oils and Fats, Yeast, Minerals, Mannanoligosaccharides (MOS), Fructooligosaccharides (FOS).",en,,,,,,,,,aadf,2025-09-12T08:53:18.528248,9d5442b0da5e5ce106bda63d719b7c1e,7edbe565b86c2194
Seven,Seven,grain free adult small breed,grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/1889/seven-grain-free-adult-small-breed,,dry,adult,"Chicken 55% (Freshly Prepared Chicken 27%, Dried Chicken 26%, Chicken Stock 2%), Sweet Potato (26%), Peas (7%), Beet Pulp, Potato, Linseed, Omega 3 Supplement, Minerals, Vitamins, Vegetable Stock, Marjoram, Basil, Oregano, Sage, Thyme, Parsley, FOS (96 mg/kg), MOS (24 mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.528344,636bde96533aeb76824da37303f579ad,c5fc5643aabfecb7
Wagg,Wagg,adult,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0014/wagg-adult,,dry,adult,"26% Meat Meal & Gravy (with min 5% Chicken), Whole Grain Wheat, Whole Grain Barley, Vegetable Fibre, Maize, 2% Chicken Fat, Whole Linseed, 2.3% Dried Whole Green Peas & Beet, Minerals & Vitamins, Chicory Root (1000 mg/kg), Yucca (150 mg/kg), Antioxidant, Preservative.",en,,,,,,,,,aadf,2025-09-12T08:53:18.528421,ada37656d1767324fe06cdab4ad4f1ba,b8b458f928b77a2d
James Wellbeloved,James Wellbeloved,adult small breed dry,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0111/james-wellbeloved-adult-small-breed-dry,,dry,adult,"Lamb Meal (26%), White Rice (23.6%), Barley, Brown Rice (5.5%), Lamb Fat (5.5%), Pea Protein, Whole Linseed, Sugar Beet Pulp, Lamb Gravy (2.9%), Alfalfa Meal, Tomato Pomace, Sunflower Oil, Carrots, Seaweed, Dried Vegetarian Stock, Sodium Chloride, Fish Oil, Potassium Chloride, Chicory Extract (0.1%), Calcium Carbonate, Cranberry Extract (0.05%), Yucca Extract.",en,,,,,,,,,aadf,2025-09-12T08:53:18.528533,5a5a0f3ef077b9fe5b228466f314333a,552eda1bd9bfbe51
Darf,Darf,complete adult dry,complete,https://www.allaboutdogfood.co.uk/dog-food-reviews/4048/darf-complete-adult-dry,,raw,adult,"60% Meat (42% Lamb Meat, 9% Lamb Bone, 6% Lamb Organs, 3% Eggs), 15% Raw Dried Carrot, 14% Raw Apple, 5% Millet, 2% Krill, 2% Coconut Oil, 1% Nettle.",en,,,,,,,,,aadf,2025-09-12T08:53:18.528615,b5919ed59c81d00c4571b3be88fe8269,5e55f3977bd42b7e
Ci,Ci,mighty meaty,mighty meaty,https://www.allaboutdogfood.co.uk/dog-food-reviews/2052/ci-mighty-meaty,,dry,unknown,"Freshly Prepared Chicken 36%, Dried Chicken 22%, Sweet Potato, Freshly Prepared Turkey 11%, Potato, Freshly Prepared Salmon 4%, Freshly Prepared Pollock 4%, Chicken Stock 1%, Dried Duck 1%, Pea Fibre, Salmon Oil 1%, Dried Egg, Minerals, Vitamins, Linseed, Dried Apple, Dried Carrot, Seaweed, Dried Spinach, Dried Cranberry, Tomato Pomace, Hip & Joint Care (Glucosamine 180mg/kg, MSM 180 mg/kg, Chondroitin 125 mg/kg), Camomile Powder, Burdock Root Powder, Aniseed & Fenugreek, Peppermint, Marigold, Grapeseed Extract, Green Tea Extract, Dried Dandelion, Dried Bilberry, Ginseng, Thyme, Marjoram, Oregano, Parsley, Sage.",en,,,,,,,,,aadf,2025-09-12T08:53:18.528724,d8ae42b1ded43413fbebe1e435e4beb4,75aa6076337bb260
Feelwells,Feelwells,grain free adult duck,grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/2351/feelwells-grain-free-adult-duck,,dry,puppy,"Duck 36% (Including Dried Duck 27%, Duck Fat 7%, Duck Gravy 2%), Potato (31%), Peas, Beet Pulp (7%), Brewer's Yeast, Linseed, Minerals, Vitamins.",en,,,7.0,,,,,,aadf,2025-09-12T08:53:18.528810,88ca6753cd09e6dddd8f8a30d0e3bf27,8ed562813dd4754b
